siteID,name,county,latitude,longitude,sampleDate,year,result,unit,detect,detectLimit
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,8/2/2017 9:20,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,8/9/2017 10:20,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,8/16/2017 9:20,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,8/23/2017 10:15,2017,0.3,ug/l,FALSE,0.3
21300003,Triboji Beach,Dickinson,43.4238864,-95.1747174,8/30/2017 9:23,2017,1.33,ug/l,TRUE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,8/30/2017 7:40,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,8/23/2017 11:10,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,8/16/2017 10:00,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,8/9/2017 11:59,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,8/2/2017 10:30,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,7/26/2017 11:00,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,7/19/2017 10:30,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,7/12/2017 11:25,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,6/28/2017 11:30,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,7/5/2017 10:15,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,6/14/2017 11:16,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,6/21/2017 10:25,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,5/31/2017 11:45,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,6/7/2017 10:00,2017,0.3,ug/l,FALSE,0.3
21300004,Emerson Bay Beach,Dickinson,43.3565463,-95.1753964,5/24/2017 11:30,2017,0.3,ug/l,FALSE,0.3
21300005,Crandalls Beach,Dickinson,43.4963088,-95.1210028,5/24/2017 7:00,2017,0.3,ug/l,FALSE,0.3
